Year,Month,State,"Unemployment rates by State, not seasonally adjusted"
2008,February,Utah,3.5
2008,February,Vermont,4.9
2008,February,Virginia,3.6
2008,February,Washington,5.5
2008,February,West Virginia,5.4
2008,February,Wisconsin,5.5
2008,February,Wyoming,3.4
2008,March,Alabama,4.7
2008,March,Alaska,7.3
2008,March,Arizona,4.7
2008,March,Arkansas,5.0
2008,March,California,6.6
2008,March,Colorado,4.6
2008,March,Connecticut,5.3
2008,March,Delaware,4.2
2008,March,District of Columbia,5.8
2008,March,Florida,5.0
2008,March,Georgia,5.2
2008,March,Hawaii,3.2
2008,March,Idaho,3.9
2008,March,Illinois,5.7
2008,March,Indiana,5.4
2008,March,Iowa,4.2
2008,March,Kansas,4.4
2008,March,Kentucky,6.1
2008,March,Louisiana,4.2
2008,March,Maine,5.7
2008,March,Maryland,3.4
2008,March,Massachusetts,5.0
2008,March,Michigan,7.6
2008,March,Minnesota,5.5
2008,March,Mississippi,5.8
2008,March,Missouri,5.8
2008,March,Montana,5.3
2008,March,Nebraska,3.3
2008,March,Nevada,5.6
2008,March,New Hampshire,4.2
2008,March,New Jersey,5.0
2008,March,New Mexico,4.0
2008,March,New York,5.2
2008,March,North Carolina,5.2
2008,March,North Dakota,3.7
2008,March,Ohio,6.0
2008,March,Oklahoma,3.3
2008,March,Oregon,6.0
2008,March,Pennsylvania,5.1
2008,March,Rhode Island,7.2
2008,March,South Carolina,5.4
2008,March,South Dakota,3.1
2008,March,Tennessee,5.9
2008,March,Texas,4.2
2008,March,Utah,3.4
2008,March,Vermont,5.1
2008,March,Virginia,3.6
2008,March,Washington,5.2
2008,March,West Virginia,5.0
2008,March,Wisconsin,5.2
2008,March,Wyoming,3.4
2008,April,Alabama,4.0
2008,April,Alaska,6.9
2008,April,Arizona,4.7
2008,April,Arkansas,4.7
2008,April,California,6.1
2008,April,Colorado,4.2
2008,April,Connecticut,4.8
2008,April,Delaware,4.0
2008,April,District of Columbia,5.2
2008,April,Florida,4.8
2008,April,Georgia,5.0
2008,April,Hawaii,3.5
2008,April,Idaho,5.1
2008,April,Illinois,5.2
2008,April,Indiana,4.6
2008,April,Iowa,3.8
2008,April,Kansas,3.8
2008,April,Kentucky,5.4
2008,April,Louisiana,3.6
2008,April,Maine,5.3
2008,April,Maryland,3.2
2008,April,Massachusetts,4.6
2008,April,Michigan,6.7
2008,April,Minnesota,5.0
2008,April,Mississippi,5.1
2008,April,Missouri,4.7
2008,April,Montana,4.7
2008,April,Nebraska,3.0
2008,April,Nevada,5.8
2008,April,New Hampshire,3.7
2008,April,New Jersey,4.5
2008,April,New Mexico,3.7
2008,April,New York,4.6
2008,April,North Carolina,4.9
2008,April,North Dakota,3.1
2008,April,Ohio,5.3
2008,April,Oklahoma,2.9
2008,April,Oregon,5.5
2008,April,Pennsylvania,4.4
2008,April,Rhode Island,6.9
2008,April,South Carolina,5.2
2008,April,South Dakota,2.8
2008,April,Tennessee,5.3
2008,April,Texas,3.9
2008,April,Utah,3.0
2008,April,Vermont,5.0
2008,April,Virginia,3.2
2008,April,Washington,4.7
2008,April,West Virginia,4.4
2008,April,Wisconsin,4.5
2008,April,Wyoming,3.0
2008,May,Alabama,4.9
2008,May,Alaska,6.6
2008,May,Arizona,5.4
2008,May,Arkansas,5.1
2008,May,California,6.4
2008,May,Colorado,4.3
2008,May,Connecticut,5.3
2008,May,Delaware,4.0
2008,May,District of Columbia,5.8
2008,May,Florida,5.5
2008,May,Georgia,5.6
2008,May,Hawaii,3.7
2008,May,Idaho,4.7
2008,May,Illinois,6.0
2008,May,Indiana,5.2
2008,May,Iowa,3.6
2008,May,Kansas,4.3
2008,May,Kentucky,5.9
2008,May,Louisiana,4.3
2008,May,Maine,5.1
2008,May,Maryland,3.8
2008,May,Massachusetts,5.0
2008,May,Michigan,7.8
2008,May,Minnesota,4.9
2008,May,Mississippi,6.5
2008,May,Missouri,5.6
2008,May,Montana,4.3
2008,May,Nebraska,3.1
2008,May,Nevada,5.8
2008,May,New Hampshire,3.5
2008,May,New Jersey,4.9
2008,May,New Mexico,3.9
2008,May,New York,4.9
2008,May,North Carolina,5.5
2008,May,North Dakota,2.7
2008,May,Ohio,5.9
2008,May,Oklahoma,3.5
2008,May,Oregon,5.3
2008,May,Pennsylvania,4.9
2008,May,Rhode Island,7.1
2008,May,South Carolina,5.8
2008,May,South Dakota,2.7
2008,May,Tennessee,6.1
2008,May,Texas,4.4
2008,May,Utah,3.1
2008,May,Vermont,4.2
2008,May,Virginia,3.7
2008,May,Washington,5.0
2008,May,West Virginia,4.3
2008,May,Wisconsin,4.3
2008,May,Wyoming,2.7
2008,June,Alabama,5.9
2008,June,Alaska,6.7
2008,June,Arizona,6.1
2008,June,Arkansas,5.4
2008,June,California,7.0
2008,June,Colorado,4.9
2008,June,Connecticut,5.6
2008,June,Delaware,4.8
2008,June,District of Columbia,6.5
2008,June,Florida,6.2
2008,June,Georgia,6.1
2008,June,Hawaii,4.7
2008,June,Idaho,5.0
2008,June,Illinois,6.7
2008,June,Indiana,5.7
2008,June,Iowa,4.0
2008,June,Kansas,4.6
2008,June,Kentucky,6.5
2008,June,Louisiana,5.4
2008,June,Maine,5.0
2008,June,Maryland,4.3
2008,June,Massachusetts,5.6
2008,June,Michigan,8.1
2008,June,Minnesota,5.4
2008,June,Mississippi,7.1
2008,June,Missouri,5.9
2008,June,Montana,5.0
2008,June,Nebraska,3.5
2008,June,Nevada,6.4
2008,June,New Hampshire,3.6
2008,June,New Jersey,5.1
2008,June,New Mexico,4.9
2008,June,New York,5.1
2008,June,North Carolina,5.9
2008,June,North Dakota,3.4
2008,June,Ohio,6.5
2008,June,Oklahoma,4.0
2008,June,Oregon,5.9
2008,June,Pennsylvania,5.3
2008,June,Rhode Island,7.3
2008,June,South Carolina,6.6
2008,June,South Dakota,2.8
2008,June,Tennessee,6.8
2008,June,Texas,5.0
2008,June,Utah,3.7
2008,June,Vermont,4.5
2008,June,Virginia,4.0
2008,June,Washington,5.2
2008,June,West Virginia,4.3
2008,June,Wisconsin,4.8
2008,June,Wyoming,3.0
2008,July,Alabama,6.0
2008,July,Alaska,6.0
2008,July,Arizona,6.6
2008,July,Arkansas,5.6
2008,July,California,7.6
2008,July,Colorado,5.0
2008,July,Connecticut,6.0
2008,July,Delaware,4.9
2008,July,District of Columbia,6.6
2008,July,Florida,6.8
2008,July,Georgia,6.5
2008,July,Hawaii,4.4
2008,July,Idaho,5.0
2008,July,Illinois,6.6
2008,July,Indiana,6.1
2008,July,Iowa,4.0
2008,July,Kansas,4.9
2008,July,Kentucky,6.5
2008,July,Louisiana,5.2
2008,July,Maine,5.1
2008,July,Maryland,4.4
2008,July,Massachusetts,5.7
2008,July,Michigan,8.9
2008,July,Minnesota,5.4
2008,July,Mississippi,7.5
2008,July,Missouri,6.5
2008,July,Montana,4.6
2008,July,Nebraska,3.5
2008,July,Nevada,6.7
2008,July,New Hampshire,3.6
2008,July,New Jersey,5.6
2008,July,New Mexico,4.9
2008,July,New York,5.4
2008,July,North Carolina,6.3
2008,July,North Dakota,3.1
2008,July,Ohio,7.0
2008,July,Oklahoma,3.7
2008,July,Oregon,6.3
2008,July,Pennsylvania,5.5
2008,July,Rhode Island,8.1
2008,July,South Carolina,6.9
2008,July,South Dakota,2.8
2008,July,Tennessee,7.0
2008,July,Texas,5.2
2008,July,Utah,3.7
2008,July,Vermont,4.4
2008,July,Virginia,4.1
2008,July,Washington,5.2
2008,July,West Virginia,3.9
2008,July,Wisconsin,4.7
2008,July,Wyoming,2.7
2008,August,Alabama,6.2
2008,August,Alaska,5.8
2008,August,Arizona,7.2
2008,August,Arkansas,5.4
2008,August,California,7.8
2008,August,Colorado,4.9
2008,August,Connecticut,6.2
2008,August,Delaware,5.2
2008,August,District of Columbia,6.5
2008,August,Florida,7.2
2008,August,Georgia,6.6
2008,August,Hawaii,4.5
2008,August,Idaho,5.2
2008,August,Illinois,6.7
2008,August,Indiana,6.2
2008,August,Iowa,4.2
2008,August,Kansas,5.0
2008,August,Kentucky,6.6
2008,August,Louisiana,5.5
2008,August,Maine,4.8
2008,August,Maryland,4.6
2008,August,Massachusetts,5.6
2008,August,Michigan,8.3
2008,August,Minnesota,5.4
2008,August,Mississippi,6.7
2008,August,Missouri,6.8
2008,August,Montana,4.7
2008,August,Nebraska,3.2
2008,August,Nevada,7.0
2008,August,New Hampshire,3.7
2008,August,New Jersey,5.4
2008,August,New Mexico,4.7
2008,August,New York,5.5
2008,August,North Carolina,6.3
2008,August,North Dakota,3.0
2008,August,Ohio,6.8
2008,August,Oklahoma,3.8
2008,August,Oregon,6.5
2008,August,Pennsylvania,5.6
2008,August,Rhode Island,8.2
2008,August,South Carolina,7.5
2008,August,South Dakota,3.0
2008,August,Tennessee,7.0
2008,August,Texas,5.2
2008,August,Utah,3.8
2008,August,Vermont,4.3
2008,August,Virginia,4.2
2008,August,Washington,5.4
2008,August,West Virginia,3.9
2008,August,Wisconsin,4.7
2008,August,Wyoming,2.6
2008,September,Alabama,5.9
2008,September,Alaska,5.9
2008,September,Arizona,7.2
2008,September,Arkansas,5.4
2008,September,California,7.7
2008,September,Colorado,4.9
2008,September,Connecticut,6.0
2008,September,Delaware,5.4
2008,September,District of Columbia,6.8
2008,September,Florida,7.1
2008,September,Georgia,6.7
2008,September,Hawaii,5.1
2008,September,Idaho,5.1
2008,September,Illinois,6.2
2008,September,Indiana,5.7
2008,September,Iowa,4.0
2008,September,Kansas,4.7
2008,September,Kentucky,6.6
2008,September,Louisiana,5.7
2008,September,Maine,5.1
2008,September,Maryland,4.5
2008,September,Massachusetts,5.9
2008,September,Michigan,7.9
2008,September,Minnesota,5.4
2008,September,Mississippi,6.9
2008,September,Missouri,6.4
2008,September,Montana,4.7
2008,September,Nebraska,3.2
2008,September,Nevada,7.2
2008,September,New Hampshire,3.6
2008,September,New Jersey,5.4
2008,September,New Mexico,4.6
2008,September,New York,5.5
2008,September,North Carolina,5.9
2008,September,North Dakota,2.6
2008,September,Ohio,6.5
2008,September,Oklahoma,3.7
2008,September,Oregon,6.4
2008,September,Pennsylvania,5.0
2008,September,Rhode Island,8.0
2008,September,South Carolina,7.5
2008,September,South Dakota,2.9
2008,September,Tennessee,6.9
2008,September,Texas,5.1
2008,September,Utah,3.4
2008,September,Vermont,4.5
2008,September,Virginia,4.0
2008,September,Washington,5.1
2008,September,West Virginia,3.6
2008,September,Wisconsin,4.3
2008,September,Wyoming,2.5
2008,October,Alabama,6.3
2008,October,Alaska,6.3
2008,October,Arizona,7.2
2008,October,Arkansas,5.4
2008,October,California,8.0
2008,October,Colorado,5.0
2008,October,Connecticut,6.0
2008,October,Delaware,5.8
2008,October,District of Columbia,7.1
2008,October,Florida,7.3
2008,October,Georgia,7.2
2008,October,Hawaii,5.1
2008,October,Idaho,5.4
2008,October,Illinois,6.4
2008,October,Indiana,6.2
2008,October,Iowa,4.0
2008,October,Kansas,4.7
2008,October,Kentucky,6.5
2008,October,Louisiana,5.4
2008,October,Maine,5.4
2008,October,Maryland,4.8
2008,October,Massachusetts,5.7
2008,October,Michigan,8.0
2008,October,Minnesota,5.2
2008,October,Mississippi,6.8
2008,October,Missouri,6.3
2008,October,Montana,5.1
2008,October,Nebraska,3.3
2008,October,Nevada,7.6
2008,October,New Hampshire,3.5
2008,October,New Jersey,5.5
2008,October,New Mexico,4.6
2008,October,New York,5.6
2008,October,North Carolina,6.0
2008,October,North Dakota,2.5
2008,October,Ohio,6.5
2008,October,Oklahoma,4.0
2008,October,Oregon,7.2
2008,October,Pennsylvania,5.3
2008,October,Rhode Island,8.2
2008,October,South Carolina,7.8
2008,October,South Dakota,3.0
2008,October,Tennessee,6.9
2008,October,Texas,5.1
2008,October,Utah,3.5
2008,October,Vermont,4.1
2008,October,Virginia,4.0
2008,October,Washington,5.4
2008,October,West Virginia,3.7
2008,October,Wisconsin,4.5
2008,October,Wyoming,2.7
2008,November,Alabama,6.7
2008,November,Alaska,6.8
2008,November,Arizona,7.4
2008,November,Arkansas,5.9
2008,November,California,8.4
2008,November,Colorado,5.3
2008,November,Connecticut,6.1
2008,November,Delaware,5.9
2008,November,District of Columbia,7.5
2008,November,Florida,7.6
2008,November,Georgia,7.3
2008,November,Hawaii,5.6
2008,November,Idaho,6.5
2008,November,Illinois,6.6
2008,November,Indiana,6.8
2008,November,Iowa,4.4
2008,November,Kansas,4.8
2008,November,Kentucky,6.8
2008,November,Louisiana,5.3
2008,November,Maine,6.2
2008,November,Maryland,5.0
2008,November,Massachusetts,6.1
2008,November,Michigan,8.2
2008,November,Minnesota,5.7
2008,November,Mississippi,6.4
2008,November,Missouri,6.7
2008,November,Montana,5.7
2008,November,Nebraska,3.3
2008,November,Nevada,8.2
2008,November,New Hampshire,4.0
2008,November,New Jersey,5.8
2008,November,New Mexico,4.9
2008,November,New York,5.9
2008,November,North Carolina,7.9
2008,November,North Dakota,2.9
2008,November,Ohio,6.9
2008,November,Oklahoma,4.1
2008,November,Oregon,8.2
2008,November,Pennsylvania,5.7
2008,November,Rhode Island,8.7
2008,November,South Carolina,8.0
2008,November,South Dakota,3.4
2008,November,Tennessee,7.2
2008,November,Texas,5.2
2008,November,Utah,3.6
2008,November,Vermont,4.9
2008,November,Virginia,4.3
2008,November,Washington,6.0
2008,November,West Virginia,4.0
2008,November,Wisconsin,5.2
2008,November,Wyoming,3.2
2008,December,Alabama,7.6
2008,December,Alaska,7.0
2008,December,Arizona,7.8
2008,December,Arkansas,6.6
2008,December,California,9.0
2008,December,Colorado,5.6
2008,December,Connecticut,6.1
2008,December,Delaware,6.3
2008,December,District of Columbia,7.7
2008,December,Florida,8.1
2008,December,Georgia,8.1
2008,December,Hawaii,5.6
2008,December,Idaho,7.0
2008,December,Illinois,7.6
2008,December,Indiana,8.1
2008,December,Iowa,5.4
2008,December,Kansas,5.0
2008,December,Kentucky,7.9
2008,December,Louisiana,5.5
2008,December,Maine,6.8
2008,December,Maryland,5.4
2008,December,Massachusetts,6.6
2008,December,Michigan,9.2
2008,December,Minnesota,6.6
2008,December,Mississippi,7.6
2008,December,Missouri,7.4
2008,December,Montana,6.2
2008,December,Nebraska,3.7
2008,December,Nevada,9.0
2008,December,New Hampshire,4.5
2008,December,New Jersey,6.6
2008,December,New Mexico,5.2
2008,December,New York,6.5
2008,December,North Carolina,8.7
2008,December,North Dakota,3.5
2008,December,Ohio,7.7
2008,December,Oklahoma,4.5
2008,December,Oregon,9.1
2008,December,Pennsylvania,6.3
2007,January,Alabama,4.3
2007,January,Alaska,7.3
2007,January,Arizona,4.1
2007,January,Arkansas,5.9
2007,January,California,5.5
2007,January,Colorado,4.3
2007,January,Connecticut,4.8
2007,January,Delaware,3.9
2007,January,District of Columbia,5.9
2007,January,Florida,3.6
2007,January,Georgia,4.5
2007,January,Hawaii,2.5
2007,January,Idaho,4.5
2007,January,Illinois,5.2
2007,January,Indiana,5.4
2007,January,Iowa,4.5
2007,January,Kansas,4.6
2007,January,Kentucky,6.3
2007,January,Louisiana,4.9
2007,January,Maine,5.2
2007,January,Maryland,4.0
2007,January,Massachusetts,5.6
2007,January,Michigan,7.7
2007,January,Minnesota,5.4
2007,January,Mississippi,6.9
2007,January,Missouri,5.4
2007,January,Montana,3.9
2007,January,Nebraska,3.4
2007,January,Nevada,4.6
2007,January,New Hampshire,4.2
2007,January,New Jersey,4.8
2007,January,New Mexico,4.0
2007,January,New York,5.0
2007,January,North Carolina,5.1
2007,January,North Dakota,3.9
2007,January,Ohio,6.2
2007,January,Oklahoma,4.6
2007,January,Oregon,5.9
2007,January,Pennsylvania,5.0
2007,January,Rhode Island,5.7
2007,January,South Carolina,6.5
2007,January,South Dakota,3.6
2007,January,Tennessee,5.1
2007,January,Texas,4.7
2007,January,Utah,2.7
2007,January,Vermont,4.6
2007,January,Virginia,3.3
2007,January,Washington,5.5
2007,January,West Virginia,5.1
2007,January,Wisconsin,5.5
2007,January,Wyoming,3.5
2007,February,Alabama,4.2
2007,February,Alaska,7.3
2007,February,Arizona,3.7
2007,February,Arkansas,5.8
2007,February,California,5.4
2007,February,Colorado,4.1
2007,February,Connecticut,4.7
2007,February,Delaware,3.9
2007,February,District of Columbia,5.7
2007,February,Florida,3.4
2007,February,Georgia,4.3
2007,February,Hawaii,2.4
2007,February,Idaho,4.2
2007,February,Illinois,5.2
2007,February,Indiana,5.3
2007,February,Iowa,4.5
2007,February,Kansas,4.6
2007,February,Kentucky,6.6
2007,February,Louisiana,4.0
2007,February,Maine,5.4
2007,February,Maryland,3.8
2007,February,Massachusetts,5.2
2007,February,Michigan,7.2
2007,February,Minnesota,5.1
2007,February,Mississippi,6.6
2007,February,Missouri,5.4
2007,February,Montana,3.7
2007,February,Nebraska,3.4
2007,February,Nevada,4.4
2007,February,New Hampshire,4.3
2007,February,New Jersey,4.7
2007,February,New Mexico,3.8
2007,February,New York,4.9
2007,February,North Carolina,4.9
2007,February,North Dakota,3.9
2007,February,Ohio,5.9
2007,February,Oklahoma,4.6
2007,February,Oregon,5.9
2007,February,Pennsylvania,4.8
2007,February,Rhode Island,5.5
2007,February,South Carolina,6.1
2007,February,South Dakota,3.5
2007,February,Tennessee,4.9
2007,February,Texas,4.5
2007,February,Utah,2.7
2007,February,Vermont,4.5
2007,February,Virginia,3.2
2007,February,Washington,5.5
2007,February,West Virginia,5.7
2007,February,Wisconsin,6.0
2007,February,Wyoming,3.2
2007,March,Alabama,3.8
2007,March,Alaska,7.1
2007,March,Arizona,3.6
2007,March,Arkansas,5.2
2007,March,California,5.2
2007,March,Colorado,3.8
2007,March,Connecticut,4.4
2007,March,Delaware,3.7
2007,March,District of Columbia,5.4
2007,March,Florida,3.3
2007,March,Georgia,4.0
2007,March,Hawaii,2.6
2007,March,Idaho,3.8
2007,March,Illinois,4.6
2007,March,Indiana,4.8
2007,March,Iowa,4.2
2007,March,Kansas,4.3
2007,March,Kentucky,5.9
2007,March,Louisiana,4.1
2007,March,Maine,5.2
2007,March,Maryland,3.4
2007,March,Massachusetts,4.8
2007,March,Michigan,7.0
2007,March,Minnesota,5.1
2007,March,Mississippi,6.0
2007,March,Missouri,4.9
2007,March,Montana,3.6
2007,March,Nebraska,2.9
2007,March,Nevada,4.3
2007,March,New Hampshire,4.1
2007,March,New Jersey,4.4
2007,March,New Mexico,3.7
2007,March,New York,4.4
2007,March,North Carolina,4.4
2007,March,North Dakota,3.9
2007,March,Ohio,5.5
2007,March,Oklahoma,4.2
2007,March,Oregon,5.6
2007,March,Pennsylvania,4.4
2007,March,Rhode Island,5.2
2007,March,South Carolina,5.3
2007,March,South Dakota,3.4
2007,March,Tennessee,4.4
2007,March,Texas,4.1
2007,March,Utah,2.5
2007,March,Vermont,4.6
2007,March,Virginia,2.9
2007,March,Washington,5.0
2007,March,West Virginia,5.0
2007,March,Wisconsin,5.6
2007,March,Wyoming,3.2
2007,April,Alabama,3.3
2007,April,Alaska,6.5
2007,April,Arizona,3.5
2007,April,Arkansas,5.0
2007,April,California,5.0
2007,April,Colorado,3.4
2007,April,Connecticut,4.0
2007,April,Delaware,3.4
2007,April,District of Columbia,4.8
2007,April,Florida,3.3
2007,April,Georgia,4.1
2007,April,Hawaii,2.5
2007,April,Idaho,3.2
2007,April,Illinois,4.6
2007,April,Indiana,4.4
2007,April,Iowa,3.7
2007,April,Kansas,3.9
2007,April,Kentucky,5.1
2007,April,Louisiana,4.0
2007,April,Maine,4.9
2007,April,Maryland,3.2
2007,April,Massachusetts,4.5
2007,April,Michigan,6.6
2007,April,Minnesota,4.6
2007,April,Mississippi,5.6
2007,April,Missouri,4.3
2007,April,Montana,3.2
2007,April,Nebraska,2.6
2007,April,Nevada,4.3
2007,April,New Hampshire,3.7
2007,April,New Jersey,4.2
2007,April,New Mexico,3.5
2007,April,New York,4.2
2007,April,North Carolina,4.5
2007,April,North Dakota,3.3
2007,April,Ohio,5.5
2007,April,Oklahoma,3.9
2007,April,Oregon,5.1
2007,April,Pennsylvania,3.9
2007,April,Rhode Island,4.7
2007,April,South Carolina,5.2
2007,April,South Dakota,2.9
2007,April,Tennessee,4.0
2007,April,Texas,4.0
2007,April,Utah,2.2
2007,April,Vermont,4.4
2007,April,Virginia,2.7
2007,April,Washington,4.5
2007,April,West Virginia,4.6
2007,April,Wisconsin,5.2
2007,April,Wyoming,3.0
2007,May,Alabama,3.3
2007,May,Alaska,6.2
2007,May,Arizona,3.4
2007,May,Arkansas,5.3
2007,May,California,4.8
2007,May,Colorado,3.3
2007,May,Connecticut,4.2
2007,May,Delaware,3.0
2007,May,District of Columbia,5.1
2007,May,Florida,3.5
2007,May,Georgia,4.1
2007,May,Hawaii,2.5
2007,May,Idaho,2.2
2007,May,Illinois,4.5
2007,May,Indiana,4.2
2007,May,Iowa,3.3
2007,May,Kansas,4.1
2007,May,Kentucky,5.2
2007,May,Louisiana,4.2
2007,May,Maine,4.6
2007,May,Maryland,3.3
2007,May,Massachusetts,4.4
2007,May,Michigan,6.7
2007,May,Minnesota,4.1
2007,May,Mississippi,6.0
2007,May,Missouri,4.6
2007,May,Montana,2.9
2007,May,Nebraska,3.0
2007,May,Nevada,4.1
2007,May,New Hampshire,3.4
2007,May,New Jersey,4.1
2007,May,New Mexico,3.6
2007,May,New York,4.2
2007,May,North Carolina,4.6
2007,May,North Dakota,2.7
2007,May,Ohio,5.2
2007,May,Oklahoma,4.3
2007,May,Oregon,4.7
2007,May,Pennsylvania,4.2
2007,May,Rhode Island,4.7
2007,May,South Carolina,5.1
2007,May,South Dakota,2.7
2007,May,Tennessee,4.0
2007,May,Texas,4.0
2007,May,Utah,2.3
2007,May,Vermont,3.7
2007,May,Virginia,2.8
2007,May,Washington,4.5
2007,May,West Virginia,4.4
2007,May,Wisconsin,4.7
2007,May,Wyoming,2.8
2007,June,Alabama,4.2
2007,June,Alaska,6.4
2007,June,Arizona,3.8
2007,June,Arkansas,5.6
2007,June,California,5.3
2007,June,Colorado,3.8
2007,June,Connecticut,4.5
2007,June,Delaware,3.6
2007,June,District of Columbia,5.8
2007,June,Florida,4.1
2007,June,Georgia,4.7
2007,June,Hawaii,3.3
2007,June,Idaho,2.4
2007,June,Illinois,5.2
2007,June,Indiana,4.5
2007,June,Iowa,3.6
2007,June,Kansas,4.4
2007,June,Kentucky,5.4
2007,June,Louisiana,5.1
2007,June,Maine,4.4
2007,June,Maryland,3.7
2007,June,Massachusetts,4.8
2007,June,Michigan,7.2
2007,June,Minnesota,4.6
2007,June,Mississippi,6.7
2007,June,Missouri,5.2
2007,June,Montana,3.6
2007,June,Nebraska,3.3
2007,June,Nevada,4.5
2007,June,New Hampshire,3.5
2007,June,New Jersey,4.2
2007,June,New Mexico,4.4
2007,June,New York,4.5
2007,June,North Carolina,4.9
2007,June,North Dakota,3.4
2007,June,Ohio,5.8
2007,June,Oklahoma,4.6
2007,June,Oregon,5.0
2007,June,Pennsylvania,4.5
2007,June,Rhode Island,4.8
2007,June,South Carolina,5.9
2007,June,South Dakota,2.7
2007,June,Tennessee,4.5
2007,June,Texas,4.6
2007,June,Utah,2.9
2007,June,Vermont,3.9
2007,June,Virginia,3.1
2007,June,Washington,4.5
2007,June,West Virginia,4.6
2007,June,Wisconsin,5.1
2007,June,Wyoming,3.0
2007,July,Alabama,4.4
2007,July,Alaska,5.6
2007,July,Arizona,4.0
2007,July,Arkansas,5.9
2007,July,California,5.7
2007,July,Colorado,3.7
2007,July,Connecticut,4.8
2007,July,Delaware,3.4
2007,July,District of Columbia,5.7
2007,July,Florida,4.4
2007,July,Georgia,5.0
2007,July,Hawaii,2.9
2007,July,Idaho,2.5
2007,July,Illinois,5.3
2007,July,Indiana,4.6
2007,July,Iowa,3.3
2007,July,Kansas,4.6
2007,July,Kentucky,5.5
2007,July,Louisiana,4.7
2007,July,Maine,4.5
2007,July,Maryland,3.7
2007,July,Massachusetts,4.7
2007,July,Michigan,8.0
2007,July,Minnesota,4.4
2007,July,Mississippi,6.7
2007,July,Missouri,5.5
2007,July,Montana,3.4
2007,July,Nebraska,3.3
2007,July,Nevada,4.6
2007,July,New Hampshire,3.3
2007,July,New Jersey,4.7
2007,July,New Mexico,4.2
2007,July,New York,4.9
2007,July,North Carolina,5.1
2007,July,North Dakota,2.9
2007,July,Ohio,5.8
2007,July,Oklahoma,4.2
2007,July,Oregon,5.1
2007,July,Pennsylvania,4.7
2007,July,Rhode Island,5.5
2007,July,South Carolina,5.8
2007,July,South Dakota,2.6
2007,July,Tennessee,4.6
2007,July,Texas,4.7
2007,July,Utah,2.8
2007,July,Vermont,3.8
2007,July,Virginia,3.1
2007,July,Washington,4.6
2007,July,West Virginia,4.5
2007,July,Wisconsin,4.9
2007,July,Wyoming,2.7
2007,August,Alabama,4.3
2007,August,Alaska,5.4
2007,August,Arizona,4.1
2007,August,Arkansas,5.2
2007,August,California,5.4
2007,August,Colorado,3.6
2007,August,Connecticut,4.6
2007,August,Delaware,3.2
2007,August,District of Columbia,5.5
2007,August,Florida,4.5
2007,August,Georgia,4.6
2007,August,Hawaii,2.8
2007,August,Idaho,2.6
2007,August,Illinois,5.1
2007,August,Indiana,4.4
2007,August,Iowa,3.4
2007,August,Kansas,4.3
2007,August,Kentucky,5.0
2007,August,Louisiana,4.4
2007,August,Maine,4.0
2007,August,Maryland,3.4
2007,August,Massachusetts,4.3
2007,August,Michigan,6.9
2007,August,Minnesota,4.3
2007,August,Mississippi,5.6
2007,August,Missouri,5.4
2007,August,Montana,3.4
2007,August,Nebraska,2.9
2007,August,Nevada,4.5
2007,August,New Hampshire,3.3
2007,August,New Jersey,4.1
2007,August,New Mexico,3.7
2007,August,New York,4.5
2007,August,North Carolina,4.7
2007,August,North Dakota,2.8
2007,August,Ohio,5.4
2007,August,Oklahoma,3.9
2007,August,Oregon,5.0
2007,August,Pennsylvania,4.5
2007,August,Rhode Island,5.4
2007,August,South Carolina,5.7
2007,August,South Dakota,2.6
2007,August,Tennessee,4.6
2007,August,Texas,4.3
2007,August,Utah,2.8
2007,August,Vermont,3.7
2007,August,Virginia,3.1
2007,August,Washington,4.5
2007,August,West Virginia,4.6
2007,August,Wisconsin,4.7
2007,August,Wyoming,2.5
2007,September,Alabama,4.0
2007,September,Alaska,5.6
2007,September,Arizona,4.0
2007,September,Arkansas,5.1
2007,September,California,5.3
2007,September,Colorado,3.5
2007,September,Connecticut,4.4
2007,September,Delaware,3.2
2007,September,District of Columbia,5.7
2007,September,Florida,4.5
2007,September,Georgia,4.7
2007,September,Hawaii,3.1
2007,September,Idaho,2.4
2007,September,Illinois,4.9
2007,September,Indiana,4.2
2007,September,Iowa,3.4
2007,September,Kansas,4.2
2007,September,Kentucky,5.0
2007,September,Louisiana,4.1
2007,September,Maine,4.2
2007,September,Maryland,3.3
2007,September,Massachusetts,4.5
2007,September,Michigan,6.8
2007,September,Minnesota,4.4
2007,September,Mississippi,5.9
2007,September,Missouri,5.2
2007,September,Montana,3.3
2007,September,Nebraska,2.8
2007,September,Nevada,4.6
2007,September,New Hampshire,3.1
2007,September,New Jersey,4.1
2007,September,New Mexico,3.6
2007,September,New York,4.5
2007,September,North Carolina,4.5
2007,September,North Dakota,2.5
2007,September,Ohio,5.4
2007,September,Oklahoma,3.9
2007,September,Oregon,4.6
2007,September,Pennsylvania,4.1
2007,September,Rhode Island,5.0
2007,September,South Carolina,5.6
2007,September,South Dakota,2.5
2007,September,Tennessee,4.8
2007,September,Texas,4.3
2007,September,Utah,2.5
2007,September,Vermont,3.8
2007,September,Virginia,3.0
2007,September,Washington,4.3
2007,September,West Virginia,4.2
2007,September,Wisconsin,4.3
2007,September,Wyoming,2.4
2007,October,Alabama,3.8
2007,October,Alaska,5.8
2007,October,Arizona,3.9
2007,October,Arkansas,4.7
2007,October,California,5.4
